,이름,금액,페어링,주소,영문이름,나라,생산지,제조사,포도품종,알코올도수,평점,종류,산미,당도,바디감,탄닌,인기순위,추천순위,구매가능여부,이미지주소,평점지수
239,이즈웨이 마타로 블루 라벨,36000,"계피/바닐라, 고소한 치즈, 양파/마늘, 훈제, 소고기/양고기, 바비큐/데리야키, 파슬리, 강황/쿠민, 감칠맛 치즈, 표고버섯/느타리버섯, 돼지고기/닭고기",https://www.winenara.com/shop/product/product_view?product_cd=03R233,IZWAY MATARO BLUE LABEL,호주,"남호주, 바로사밸리",이즈웨이 와인즈 IZWAY WINES,마타로(MATARO) 100%,14.4,3.7,레드,3,0,3,3,376,399,구매 예약,https://www.winenara.com/uploads/product/550/2971_detail_092.png,3.880987331
240,수카르디 콘크레토,80000,"그릴/바베큐, 소고기/양고기, 강황/쿠민",https://www.winenara.com/shop/product/product_view?product_cd=03Q931,ZUCCARDI CONCRETO,아르헨티나,-,패밀리아 수카르디(FAMILIA ZUCCARDI),말벡(MALBEC) 100%,13.5,4,레드,3,0,4,3,378,402,구매 예약,https://www.winenara.com/uploads/product/550/2966_detail_055.png,4.177268301
241,수카르디 큐 카베르네 소비뇽,35000,"그릴/바베큐, 소고기/양고기, 강황/쿠민",https://www.winenara.com/shop/product/product_view?product_cd=03Q930,ZUCCARDI Q CABERNET SAUVIGNON,아르헨티나,-,패밀리아 수카르디(FAMILIA ZUCCARDI),카베르네 소비뇽(CABERNET SAUVIGNON) 100%,14,3.8,레드,3,0,4,4,380,404,구매 예약,https://www.winenara.com/uploads/product/550/2964_detail_070.png,3.973549271
242,카스텔로 데이 람폴라 키안티 클라시코 DOCG,60000,"계피/바닐라, 고소한 치즈, 양파/마늘, 훈제, 소고기/양고기, 바비큐/데리야키, 파슬리, 강황/쿠민, 감칠맛 치즈, 표고버섯/느타리버섯, 돼지고기/닭고기",https://www.winenara.com/shop/product/product_view?product_cd=03Q981,CASTELLO DEI RAMPOLLA CHIANTI CLASSICO DOCG,이탈리아,토스카나,카스텔로 데이 람폴라(CASTELLO DEI RAMPOLLA),산지오베제(SANGIOVESE) 100%,13.5,3.9,레드,4,0,3,3,381,405,구매 예약,https://www.winenara.com/uploads/product/550/2955_detail_098.png,4.071689756
243,마스 가비넬 포줴흐 레드,39000,"그릴/바베큐, 소고기/양고기, 강황/쿠민",https://www.winenara.com/shop/product/product_view?product_cd=03R134,MAS GABINELE FAUGERES RED,프랑스,남프랑스,마스 가비넬(MAS GABINELE),"그르나슈(GRENACHE) 40%, 시라(SYRAH)30%, 무드베드르(MOURVEDRE)15%, 카리냥(CARIGNAN)15%",14.5,3.7,레드,3,0,3,3,384,411,구매 예약,https://www.winenara.com/uploads/product/550/2924_detail_046.png,3.86611121
244,뛰느뱅 샤또 쉬빌로,18900,"계피/바닐라, 고소한 치즈, 양파/마늘, 훈제, 소고기/양고기, 바비큐/데리야키, 파슬리, 강황/쿠민, 감칠맛 치즈, 표고버섯/느타리버섯, 돼지고기/닭고기",https://www.winenara.com/shop/product/product_view?product_cd=03Q119,THUNEVIN CHATEAU SUBILAUX,프랑스,보르도,뛰느뱅(Thunevin),"메를로(MERLOT)90%, 카베르네 소비뇽(CABERNET SAUVIGNON)10%",14,3.4,레드,3,0,4,3,386,413,구매 예약,https://www.winenara.com/uploads/product/550/2922_detail_0100.png,3.56239218
245,딜레 슈프림,27900,"계피/바닐라, 고소한 치즈, 양파/마늘, 훈제, 소고기/양고기, 바비큐/데리야키, 파슬리, 강황/쿠민, 감칠맛 치즈, 표고버섯/느타리버섯, 돼지고기/닭고기",https://www.winenara.com/shop/product/product_view?product_cd=03Q580,DILE SUPREME,이탈리아,피에몬테,산테로,"바르베라(BARBERA) 40%, 카베르네 소비뇽(CABERNET SAUVIGNON) 40%, 피노 네로(PINOT NERO)20%",14,3.6,레드,3,0,4,3,387,414,구매 불가,https://www.winenara.com/uploads/product/550/2912_detail_059.png,3.760532664
246,마쎄리아 도피오 파쏘 '뀌베 16',39000,"그릴/바베큐, 소고기/양고기, 강황/쿠민",https://www.winenara.com/shop/product/product_view?product_cd=03Q418,MASSERIA DOPPIO PASSO 'CUVEE 16',이탈리아,풀리아,마쎄리아 도피오 파쏘(Masseria Doppio Passo),"네그로 아마로(NEGROAMARO)70%, 진판델(ZINFANDEL)30%",16,3.9,레드,3,0,4,3,388,416,구매 예약,https://www.winenara.com/uploads/product/550/2902_detail_083.png,4.058673149
247,필라보아 몬테 알토 알바리뇨,64000,"민트/바질, 계피/바닐라, 고소한 치즈, 상추.아보카도, 바닷가재/게, 바비큐/데리야키, 강황/쿠민, 버터맛 치즈, 당근/호박, 돼지고기/닭고기, 살루미/베이컨, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04D415,FILLABOA FINCA MONTE ALTO,스페인,"스페인, 리아스 바이아스",MASAVEU BODEGAS/FILLABOA,알바리뇨(ALBARINO) 100%,13.5,3.9,화이트,3,0,3,0,389,417,구매 예약,https://www.winenara.com/uploads/product/550/2880_detail_053.png,4.056813634
248,보네 루즈 가메 누아,22000,"고소한 치즈, 양파/마늘, 표고버섯/느타리버섯, 튀김, 돼지고기/닭고기",https://www.winenara.com/shop/product/product_view?product_cd=03Q413,BONNET ROUGE GAMAY NOIR,프랑스,보졸레,보네 루즈(BONNET ROUGE),가메(GAMAY) 100%,13,3.6,레드,3,0,2,2,390,418,구매 예약,https://www.winenara.com/uploads/product/550/2879_detail_027.png,3.754954119
249,코림비아 템프라니요 말벡,48000,"계피/바닐라, 고소한 치즈, 양파/마늘, 훈제, 소고기/양고기, 바비큐/데리야키, 파슬리, 강황/쿠민, 감칠맛 치즈, 표고버섯/느타리버섯, 돼지고기/닭고기",https://www.winenara.com/shop/product/product_view?product_cd=03R776,CORYMBIA TEMPRANILLO MALBEC,호주,"서호주,스완밸리",코림비아(CORYMBIA WINE PTY LTD),"템프라니요(TEMPRANILLO) 62%, 말벡(MALBEC) 38%",13.9,3.9,레드,3,0,4,3,391,419,구매 예약,https://www.winenara.com/uploads/product/550/2877_detail_042.png,4.053094604
250,모리스 가비네 뽀마르,100000,"계피/바닐라, 고소한 치즈, 양파/마늘, 훈제, 소고기/양고기, 바비큐/데리야키, 파슬리, 강황/쿠민, 감칠맛 치즈, 표고버섯/느타리버섯, 돼지고기/닭고기",https://www.winenara.com/shop/product/product_view?product_cd=03Q656,MAURICE GAVIGNET POMMARD,프랑스,부르고뉴,모리스 가비네,피노 누아(PINOT NOIR) 100%,13,4,레드,3,0,2,2,395,635,구매 불가,https://www.winenara.com/uploads/product/550/2872_detail_074.png,4.145656543
251,파크 에 피스 브뤼 나투르 프리미에 크뤼,69000,"짠맛 치즈, 고소한 치즈, 조개/굴, 바닷가재/게, 버터맛 치즈, 감칠맛 치즈, 당근/호박, 살루미/베이컨, 새우",https://www.winenara.com/shop/product/product_view?product_cd=02A727,PAQUES ET FILS BRUT NATURE 1ER,프랑스,"프랑스, 상파뉴",파크 에 피스,"피노 누아(PINOT NOIR) 80%, 피노 므니에(PINOT MEUNIER) 20%",12.5,4.2,샴페인,3,0,3,0,398,425,구매 예약,https://www.winenara.com/uploads/product/550/2865_detail_071.png,4.340077997
252,파크 에 피스 그랑 리저브 프리미에 크뤼,79000,"짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 당근/호박, 조개/굴, 바닷가재/게, 살루미/베이컨, 새우",https://www.winenara.com/shop/product/product_view?product_cd=02A728,PAQUES ET FILS GRANDE RESERVE 1ER,프랑스,"프랑스, 상파뉴",파크 에 피스,"샤르도네(CHARDONNAY) 70%, 피노 누아(PINOT NOIR) 30%",12.5,4,샴페인,3,0,3,0,399,426,구매 예약,https://www.winenara.com/uploads/product/550/2864_detail_04.png,4.138218482
253,부온크리스티아니 오피씨 나파 밸리 레드,140000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03R827,BUONCRISTIANI O.P.C NAPA VALLEY RED,미국,"미국, 캘리포니아,나파",부온크리스티아니,"카베르네 소비뇽(CABERNET SAUVIGNON) 44%, 말벡(MALBEC) 28%, 시라(SYRAH) 24%, 메를로(MERLOT) 4%",14.5,4.2,레드,3,0,4,5,400,427,구매 예약,https://www.winenara.com/uploads/product/550/2863_detail_065.png,4.336358967
254,부온크리스티아니 나파 밸리 카베르네 소비뇽,210000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03R828,BUONCRISTIANI NAPA VALLEY CABERNET SAUVIGON,미국,"미국, 캘리포니아,나파",부온크리스티아니,"카베르네 소비뇽(CABERNET SAUVIGNON) 95%, 말벡(MALBEC) 3%, 쁘띠 베르도(PETIT VERDOT)2%",15,4.4,레드,3,0,5,5,401,428,구매 예약,https://www.winenara.com/uploads/product/550/2862_detail_048.png,4.534499452
255,트림바크 리저브 피노누아,42000,"고소한 치즈, 양파/마늘, 표고버섯/느타리버섯, 튀김, 돼지고기/닭고기",https://www.winenara.com/shop/product/product_view?product_cd=03Q567,TRIMBACH RESERVE PINOT NOIR,프랑스,"프랑스, 알자스",트림바크,피노누아(PINOT NOIR) 100%,13,3.7,레드,4,0,3,3,406,364,구매 예약,https://www.winenara.com/uploads/product/550/2857_detail_045.png,3.825201876
256,시모네 페브르 샤블리 1등급,55000,"버터맛 치즈, 고소한 치즈, 양파/마늘, 표고버섯/느타리버섯, 바닷가재/게, 돼지고기/닭고기, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04D167,SIMONNET FEBVRE CHABLIS 1ER CRU,프랑스,"부르고뉴, 샤블리",시모네 페브르 (Simonnet Febvre),샤르도네 (Chardonnay) 100%,13,3.9,화이트,4,1,2,0,407,525,구매 불가,https://www.winenara.com/uploads/product/550/1494_detail_074.png,4.023342361
257,어니스트 레미 옥시모어 그랑크뤼,139000,"짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 당근/호박, 조개/굴, 바닷가재/게, 살루미/베이컨, 새우",https://www.winenara.com/shop/product/product_view?product_cd=02A722,ERNEST REMY OXYMORE GRAND CRU,프랑스,"프랑스,상파뉴",어니스트 레미,"피노누아(PINOT NOIR) 60%, 샤르도네(CHARDONNAY) 40%",12,4.4,샴페인,3,0,4,0,408,144,구매 예약,https://www.winenara.com/uploads/product/550/2854_detail_07.png,4.521482846
258,로스 인토카블레스 샤르도네,21900,"민트/바질, 파슬리, 짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 상추/아보카도, 당근/호박, 양파/마늘, 찜, 생선, 바닷가재/게, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04D854,LOS INTOCABLES CHARDONNAY,아르헨티나,아르헨티나,핀카 라스 모라스 Finca Las Moras (Penaflor),샤르도네(CHARDONNAY) 100%,12,3.7,화이트,3,0,4,0,409,327,구매 예약,https://www.winenara.com/uploads/product/550/2852_detail_065.png,3.81962333
259,로스 인토카블레스 카베르네 소비뇽,21900,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03Q525,LOS INTOCABLES CABERNET SAUVIGNON,아르헨티나,아르헨티나,핀카 라스 모라스 Finca Las Moras (Penaflor),카베르네 소비뇽(CABERNET SAUVIGNON) 100%,13.5,3.8,레드,3,0,4,3,410,328,구매 예약,https://www.winenara.com/uploads/product/550/2851_detail_011.png,3.917763815
260,알파박스 앤 다이스 헤라클레스,99000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03P865,ALPHA BOX AND DICE HERCULES,호주,맥라렌 베일,알파 박스 & 다이스,쉬라즈 (SHIRAZ) 100%,16,4.4,레드,4,0,5,4,413,189,구매 예약,https://www.winenara.com/uploads/product/550/2809_detail_083.png,4.51218527
261,알파박스 앤 다이스 아포스틀,49000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=03P861,ALPHA BOX AND DICE APOSTLE,호주,맥라렌 베일,알파 박스 & 다이스,"쉬라즈 (SHIRAZ) 93% , 쁘띠 시라 (PETITE SIRAH) 7%",14.1,4,레드,4,0,4,3,415,193,구매 예약,https://www.winenara.com/uploads/product/550/2805_detail_076.png,4.108466239
262,알파박스 앤 다이스 시렌,45000,"강황/쿠민, 그릴/바베큐, 소고기/양고기",https://www.winenara.com/shop/product/product_view?product_cd=03P859,ALPHA BOX AND DICE SIREN,호주,맥라렌 베일,알파 박스 & 다이스,네로 다볼라(NERO D'AVOLA) 100%,13.8,4,레드,4,0,4,4,417,195,구매 예약,https://www.winenara.com/uploads/product/550/2803_detail_082.png,4.104747209
263,알파박스 앤 다이스 미스트레스,35000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=03Q462,ALPHA BOX AND DICE MISTRESS,호주,맥라렌 베일,알파 박스 & 다이스,"또우리가 나씨오날(TOURIGA NACIONAL) 49% , 템프라니요(TEMPRANILLO) 30% , 까리냥(CARIGNAN) 21%",13.8,4,레드,4,0,4,4,418,196,구매 예약,https://www.winenara.com/uploads/product/550/2802_detail_09.png,4.102887694
264,알파박스 앤 다이스 데드 와인메이커스 소사이어티 뮈스카,39000,"민트/바질, 계피/바닐라, 강황/쿠민, 버터맛 치즈, 고소한 치즈, 상추/아보카도, 당근/호박, 바닷가재/게, 돼지고기/닭고기, 살루미/베이컨, 바비큐/데리야키, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04D680,ALPHA BOX AND DICE DEAD WINEMAKERS SOCIETY MUSCAT,호주,"남호주, 맥라렌 베일",알파 박스 & 다이스,뮈스카(Muscat) 30%,12.4,3.7,화이트,3,0,2,0,419,234,구매 예약,https://www.winenara.com/uploads/product/550/2801_detail_086.png,3.801028179
265,리틀뷰티 드라이 리슬링,45000,"민트/바질, 파슬리, 짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 상추/아보카도, 당근/호박, 양파/마늘, 찜, 생선, 바닷가재/게, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04D972,LITTLE BEAUTY DRY RIESLING,뉴질랜드,"뉴질랜드,말보로",리틀 뷰티,리슬링(RIESLING) 100%,12,3.9,화이트,5,0,3,0,420,262,구매 예약,https://www.winenara.com/uploads/product/550/2799_detail_015.png,3.999168663
266,리틀 뷰티 블랙 에디션 피노그리,85000,"민트/바질, 파슬리, 짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 상추/아보카도, 당근/호박, 양파/마늘, 찜, 생선, 바닷가재/게, 새우",https://www.winenara.com/shop/product/product_view?product_cd=04D974,LITTLE BEAUTY BLACK EDITION PINOT GRIS,뉴질랜드,"뉴질랜드,말보로",리틀 뷰티,피노그리 (PINOT GRIS) 100%,13,4,화이트,3,0,3,0,421,263,구매 예약,https://www.winenara.com/uploads/product/550/2798_detail_066.png,4.097309148
267,디비누스,66000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=04D722,DIVINUS,프랑스,"프랑스, 보르도",LES VIGNOBLES ANDRE LURTON,"메를로(MERLOT) 80% , 카베르네 소비뇽(CABERNET SAUVIGNON) 20%",13,3.9,레드,3,0,5,4,422,197,구매 예약,https://www.winenara.com/uploads/product/550/2795_detail_048.png,3.995449633
268,카띠에르 브뤼 프리미에 크뤼,85000,없음,https://www.winenara.com/shop/product/product_view?product_cd=02A755,CATTIER BRUT PREMIER CRU,프랑스,상파뉴,CHAMPAGNE CATTIER,"피노 므니에(PINOT MEUNIER) 60%, 피노 누아(PINOT NOIR) 20% , 샤르도네(CHARDONNAY) 20%",12.5,3.8,샴페인,1,0,2,0,425,50,구매 예약,https://www.winenara.com/uploads/product/550/2768_detail_068.png,3.889871088
269,쇼 앤 스미스 렌스우드 피노누아,109000,"파슬리, 계피/바닐라, 강황/쿠민, 고소한 치즈, 감칠맛 치즈, 양파/마늘, 표고버섯/느타리버섯, 훈제, 돼지고기/닭고기, 소고기/양고기, 바비큐/데리야키",https://www.winenara.com/shop/product/product_view?product_cd=03R506,SHAW AND SMITH LENSWOOD PINOT NOIR,호주,"호주, 남호주, 애들레이드 힐",SHAW AND SMITH,피노누아 (PINOT NOIR) 100%,13,4.1,레드,3,0,4,2,426,55,구매 예약,https://www.winenara.com/uploads/product/550/2751_detail_010.jpg,4.188011572
270,앤젤린 러시안 리버 밸리 피노누아,29900,"고소한 치즈, 양파/마늘, 표고버섯/느타리버섯, 튀김, 돼지고기/닭고기",https://www.winenara.com/shop/product/product_view?product_cd=03Q649,ANGELINE RUSSIAN RIVER VALLEY PINOT NOIR,미국,"미국, 캘리포니아",MARTIN RAY and ANGELINE WINERY,피노 누아(PINOT NOIR) 100%,13.7,3.7,레드,3,0,3,2,428,59,구매 예약,https://www.winenara.com/uploads/product/550/2747_detail_073.jpg,3.784292542
271,파이퍼하이직 레어 08,433000,"짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 당근/호박, 조개/굴, 바닷가재/게, 살루미/베이컨, 새우",https://www.winenara.com/shop/product/product_view?product_cd=02A724,PIPER HEIDSIECK RARE 08,프랑스,샴페인,파이퍼 하이직,"샤르도네 (Chardonnay) 70%, 피노 누아 (Pinot Noir) 30%",12,4.3,샴페인,3,0,4,0,429,442,구매 예약,https://www.winenara.com/uploads/product/550/2734_detail_09.png,4.382433027
272,알파카 브뤼,17500,"짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 당근/호박, 조개/굴, 바닷가재/게, 살루미/베이컨, 새우",https://www.winenara.com/shop/product/product_view?product_cd=02A669,ALPACA BRUT,칠레,-,VSPT,샤르도네(CHARDONNAY) 100%,12,3,스파클링,4,0,2,0,430,66,구매 예약,https://www.winenara.com/uploads/product/550/2731_detail_033.png,3.080573512
273,닥터 린드만 빈25 스파클링 뀌베,14900,"짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 당근/호박, 조개/굴, 바닷가재/게, 살루미/베이컨, 새우",https://www.winenara.com/shop/product/product_view?product_cd=02A783,LINDEMAN'S BIN 25 SPARKLING CUVEE,호주,-,TREASURY WINE ESTATES,"피노 누아(PINOT NOIR), 샤르도네(CHARDONNAY), 피노 므니에(PINOT MEUNIER)",12,3.3,스파클링,3,0,3,0,431,67,구매 예약,https://www.winenara.com/uploads/product/550/2730_detail_091.png,3.378713996
274,폴 당장 뀌베 카르트 누와,59000,"짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 당근/호박, 조개/굴, 바닷가재/게, 살루미/베이컨, 새우",https://www.winenara.com/shop/product/product_view?product_cd=02A680,PAUL DANGIN CUVEE CARTE NOIRE,프랑스,상파뉴,SARL DANGIN,"피노 누아(PINOT NOIR), 샤르도네(CHARDONNAY), 피노 므니에(PINOT MEUNIER)",12,3.9,샴페인,3,0,3,0,432,70,구매 예약,https://www.winenara.com/uploads/product/550/2727_detail_015.png,3.976854481
275,샴페인 팔머 브뤼 리저브,99000,"짠맛 치즈, 버터맛 치즈, 고소한 치즈, 감칠맛 치즈, 당근/호박, 조개/굴, 바닷가재/게, 살루미/베이컨, 새우",https://www.winenara.com/shop/product/product_view?product_cd=02A749,CHAMPAGNE PALMER BRUT RESERVE,프랑스,상파뉴,CHAMPAGNE PALMER & CO.,"샤르도네(CHARDONNAY) 55% , 피노 누아(PINOT NOIR) 35% , 피노 므니에(PINOT MEUNIER) 10%",12,3.8,샴페인,3,0,4,0,433,71,구매 예약,https://www.winenara.com/uploads/product/550/2725_detail_081.png,3.874994966
