,인기순위,이름,영문이름,종류,나라,생산지,제조사,포도품종,알코올도수,가격,평점,산도,당도,바디감,탄닌,주소,추천순위,구매가능여부
565,566,샴페인 팔머 블랑 드 누아,CHAMPAGNE PALMER BLANC DE NOIR,Champagne,프랑스,"상파뉴, 몽따뉴 드 랭스(Montagne de Reims) , 꼬뜨 데 바르(Cote des Bar), 마르네 밸리(Marne Valley)",샴페인 팔머 (Champagne Palmer & Co),"피노 누아 (Pinot Noir) 50%, 피노 므니에 (Pinot Meunier) 15% (+ Reserve Wines)",12.0,195000,4.0,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1628,151,구매 예약
566,567,샴페인 팔머 블랑 드 블랑,CHAMPAGNE PALMER BLANC DE BLANC,Champagne,프랑스,"상파뉴, 몽따뉴 드 랭스(Montagne de Reims) Villers-Marmery& Trapil, 프리미에 크뤼, 꼬뜨 드 세잔느 (Cote de Sezanne)",샴페인 팔머 (Champagne Palmer & Co),샤르도네 (Chardonnay) 100%,12.0,195000,4.0,4,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1627,179,구매 예약
567,568,빌라 돈 막시미아노,VILLA DON MAXIMIANO,Red,칠레,아콩카구아 밸리,비냐 에라주리즈 (Vina Errazuriz),"카베르네 소비뇽 40%, 쁘띠 베르도 25%, 말벡 20%, 카베르네 프랑 15%",13.5,130000,4.0,3,0,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1625,231,구매 예약
568,569,샴페인 발렌틴 르플레이브 브뤼 로제,VALENTIN LEFLAIVE ROSE BRUT,Champagne,프랑스,"상파뉴 , 몽따뉴 드 랭(Montagne de Reims)",샴페인 발렌틴 르플레이브 (Champagne Valentin Leflaive),"피노누아 ( Pinot Noir ) 100% (30% 부르고뉴 와인 배럴에 숙성), 45년 수령의 올드바인",12.0,190000,4.0,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1624,248,구매 예약
569,570,샴페인 발렌틴 르플레이브 엑스트라 브뤼 블랑 드 블랑,VALENTIN LEFLAIVE BLANC DE BLANCS EXTRA BRUT,Champagne,프랑스,"상파뉴 , 꼬뜨 드 블랑 ( Cote des Blancs),그로베 1er(Grauves 1er)",샴페인 발렌틴 르플레이브 (Champagne Valentin Leflaive),샤르도네 ( Chardonnay ) 100% (30% 부르고뉴 와인 배럴에 숙성) 45년 수령의 올드바인,12.5,180000,4.0,4,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1623,313,구매 예약
570,571,도멘 라 바로쉬 샤또네프 뒤 파프 퓨어,DOMAINE LA BARROCHE PURE CDP,Red,프랑스,샤토네프 뒤 파프 (Chateauneuf du Pape),도멘 라 바로쉬(Domaine La Barroche),"그르나슈 97%, 그 외 3%",15.0,290000,4.4,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1596,358,구매 불가
571,572,도멘 라 바로쉬 줄리안 바롯 샤또네프 뒤 파프,DOMAINE LA BARROCHE JULIEN BARROT CDP,Red,프랑스,샤또네프 뒤 파프(Chateauneuf du Pape),도멘 라 바로쉬(Domaine La Barroche),"그르나슈 62%, 무베드르 18%, 시라 13%, &#50073;쏘 5%, 그 외 2%",15.0,128000,4.1,3,0,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1595,433,구매 예약
572,573,티렐 VAT 1 헌터 세미용,TYRRELL VAT 1 HUNTER SEMILLON,White,호주,"사우스웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),세미용 (Semillon) 100%,11.5,128000,4.1,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1589,537,구매 예약
573,574,티렐 헌터 쉬라즈,TYRRELL HUNTER SHIRAZ,Red,호주,"뉴사우스 웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),쉬라즈 (Shiraz) 100%,13.5,60000,3.6,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1588,556,구매 불가
574,575,티렐 VAT 9 헌터 쉬라즈,TYRRELL VAT 9 HUNTER SHIRAZ,Red,호주,"뉴사우스 웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),쉬라즈 (Shiraz) 100%,14.0,128000,4.1,3,0,4,2,https://www.winenara.com/goods/goods_view.php?goodsNo=1586,591,구매 예약
575,576,티렐 스티븐스 헌터 쉬라즈,TYRRELL STEVENS HUNTER SHIRAZ,Red,호주,"뉴사우스 웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),쉬라즈 (Shiraz) 100%,13.0,90000,3.8,1,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1585,619,구매 예약
576,577,티렐 VAT 47 헌터 샤르도네,TYRRELL VAT 47 HUNTER CHARDONNAY,White,호주,"사우스웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),샤르도네 (Chardonnay) 100%,12.5,128000,4.2,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1582,152,구매 예약
577,578,셀리에 데 프린스 지공다스,CELLIER DES PRINCES GIGONDAS,Red,프랑스,"남부 론 (Southern Rhone), 지공다스(Gigondas)",셀리에 데 프린스 (Cellier des Princes),"그르나슈 80%, 시라 10%, 무르베드르 5%, 쌩소 5%",14.5,60000,3.8,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1560,479,구매 예약
578,579,고네 메디빌 르 메닐 쉬르 오제 샴 달루엣 그랑크뤼,GONET MEDEVILLE LE MENSIL SUR OGER CHAMP D'ALOUETTE GRAND CRU,Champagne,프랑스,"상파뉴, 꼬뜨 드 블랑 , 르 메닐 쉬르 오제 , 샴 달루엣",고네 메디빌 ( GONET MEDEVILLE),샤르도네 100%,13.0,390000,4.4,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1549,111,구매 예약
579,580,도멘 꾸들레 비오니에,DOMAINE COUDOULET VIOGNIER,White,프랑스,"랑그독 루시옹 , 미네르부아",Domaine Coudoulet,비오니에 100%,13.5,22000,3.6,3,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1546,212,구매 예약
580,581,도멘 꾸들레 시라,DOMAINE COUDOULET SYRAH,Red,프랑스,"랑그독 루시옹 , 미네르부아",Domaine Coudoulet,시라 100%,14.0,22000,3.4,3,1,2,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1545,237,구매 예약
581,582,안나 드 끌로 듀브레일 생떼밀리옹 그랑크뤼,ANNA DE CLOS DUBREUIL,Red,프랑스,"프랑스, 보르도,쌩떼밀리옹",끌로 듀브레일 (CLOS DUBREIL),"메를로 90% , 카베르네 프랑 10%",15.5,200000,4.1,3,1,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1544,309,구매 예약
582,583,파토리아 르 푸필레 사프레디,FATTORIA LE PUPILLE SAFFREDI,Red,이탈리아,"토스카나, 마렘마",Fattoria Le Pipille (파토리아 르 푸필레),"Cabernet Sauvignon (카베르네소비뇽) 60%, Merlot (메를로) 30%, Petit Verdot (프티 베르도) 10%",14.5,270000,4.3,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1529,114,구매 예약
583,584,일 리리스 샤르도네,IL LIRIS CHARDONNAY,White,호주,"그레이트 서던(Great Southern), 덴마크 (Denmark)",카스텔리 에스테이트,샤르도네 (Chardonnay) 100%,12.8,140000,4.1,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1527,169,구매 예약
584,585,샤또 드 샤미레 메르퀴레 1등급 ‘라 미씨옹’,CHATEAU CHAMIREY MERCUREY 1ER CRU WHITE 'LA MISSION',White,프랑스,"부르고뉴, 꼬뜨 샬로네즈, 메르퀴레",샤또 드 샤미레(Chateau de Chamirey),샤르도네 (Chardonnay),13.5,160000,4.2,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1501,344,구매 예약
585,586,시모네 페브르 샤블리,SIMONNET FEBVRE CHABLIS,White,프랑스,"부르고뉴, 샤블리",시모네 페브르 (Simonnet Febvre),샤르도네 (Chardonnay) 100%,13.0,59000,3.7,3,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1494,526,구매 예약
586,587,펫저 카베르네 소비뇽,FETZER CABERNET SAUVIGNON,Red,미국,"캘리포니아, 멘도치노 카운티, 안토니즈 힐",펫져 (Fetzer),카베르네 소비뇽 100%,13.5,40000,3.5,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1479,356,구매 예약
587,588,마르쿠스 몰리터 젤팅거 존넨우어 리슬링 아우스레제,MARKUS MOLITOR ZELTINGER SONNENUHR RIESLING AUSLESE,White,독일,모젤,마르쿠스 몰리터 (Markus Molitor),리슬링 (Riesling) 100%,7.5,250000,4.3,3,2,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1468,509,구매 예약
588,589,샤또 드 샤미레 메르퀴레 1등급 “끌로 뒤 루아”,CHATEAU CHAMIREY MERCUREY 1ER CRU 'RED' CLOS DU ROI,Red,프랑스,"부르고뉴, 꼬뜨 샬로네즈, 메르퀴레",샤또 드 샤미레 (Chateau de Chamirey)/Devillard Family,피노 누아 (Pinot Noir),13.0,144000,4.2,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1465,547,구매 예약
589,590,말푸에스토,MALPUESTO,Red,스페인,"스페인, 리오하",보데가스 오르벤 /아르테비노 (Bodegas Orben / Artevino),템프라니요 (Tempranillo) 100%,14.0,120000,4.1,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1439,487,구매 예약
590,591,샤또 꾸엥스-뤼통 화이트,CHATEAU COUHINS LURTON WHITE,White,프랑스,"프랑스, 보르도, 뻬삭 레오냥",앙드레 뤼통 (Andre Lurton),소비뇽 블랑(Sauvignon Blanc) 100%,12.5,120000,3.9,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1434,497,구매 예약
591,592,보리우 빈야드(BV) 조르쥬 드 라뚜르 프라이빗 리저브 카베르네 소비뇽,BV GDL PRIV RESERVE CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아, 나파밸리 (Napa Valley)",보리우 빈야드(Beaulieu Vineyard),"까베르네 소비뇽 94%, 쁘띠 베르도 6%",15.2,350000,4.4,3,0,4,5,https://www.winenara.com/goods/goods_view.php?goodsNo=1430,560,구매 예약
592,593,보리우 빈야드(BV) 러더포드 카베르네 소비뇽,BV RUTHERFORD CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아, 나파밸리, 러더포드(Rutherford) AVA",보리우 빈야드(Beaulieu Vineyard),"까베르네 소비뇽 90%, 쁘띠 베르도 4%, 메를로 3%, 말벡 3%",14.6,150000,4.1,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1429,577,구매 예약
593,594,더 페데럴리스트 어니스트 레드 블렌드,THE FEDERALIST HONEST RED BLEND,Red,미국,"캘리포니아, 노스 코스트",: 텔라토 패밀리 빈야드,"메를로 (Merlot) 55%, 진판델 (Zinfandel) 30%, 까베르네 소비뇽 (Cabernet Sauvignon) 15%",14.5,100000,3.9,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1409,101,구매 불가
594,595,파이퍼 하이직 빈티지 2012,PIPER HEIDSIECK VINTAGE BRUT,Champagne,프랑스,상파뉴,파이퍼하이직(Piper Heidsieck),"샤르도네 (Chardonnay), 피노 누아 (Pinot Noir)",12.0,150000,4.2,4,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1378,655,구매 예약
595,596,코로나 세미둘체,CORONA SEMIDULCE,White,스페인,리오하,쿠네 (Cvne),"비우라 (Viura) 85%, 그르나슈 블랑코/말바시아 (Grenache Blanco/Malvasia) 15%",13.0,45000,3.6,2,4,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1361,148,구매 예약
596,597,이자디 크리안자,IZADI CRIANZA,Red,스페인,리오하 알라베사,보데가스 이자디 (Bodegas Izadi),템프라니요 (Tempranillo) 100%,14.0,50000,3.8,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1356,164,구매 예약
597,598,더 페데럴리스트 진판델,THE FEDERALIST ZINFANDEL LODI,Red,미국,"캘리포니아, 로다이",텔라토 패밀리 빈야드 (Terlato Family Vineyards),"진판델 (Zinfandel) 93%, 시라 (Syrah) 7%",14.9,100000,3.8,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1353,100,구매 예약
598,599,더 페데럴리스트 듀얼링 피스톨,THE FEDERALIST DUELING PISTOLS,Red,미국,"캘리포니아, 소노마, 드라이 크릭 밸리",텔라토 패밀리 빈야드 (Terlato Family Vineyards),"진판델 (Zinfandel) 50%, 시라 (Syrah) 50%",15.1,180000,4.2,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1351,240,구매 예약
599,600,에스펙타클,ESPECTACLE,Red,스페인,몽상(Monsant),끌로 모가도르,Garnacha Tinta (가르나차 틴타) 100%,15.5,350000,4.4,4,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1344,317,구매 예약
600,601,캐리커쳐,CARICATURE,Red,미국,"캘리포니아,로다이",레인지 트위즈,"까베르네 소비뇽 (Cabernet Sauvignon), 진판델 (Zinfandel)",14.2,70000,3.7,3,1,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1292,531,구매 예약
601,602,임페리얼 리오하 레세르바,IMPERIAL RIOJA RESERVA,Red,스페인,리오하 알타,쿠네,"템프라니요 (Tempranillo) 85%, 그라시아노 (Graciano) 10%, 마주엘로 (Mazuelo) 5%",14.0,120000,4.2,3,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1258,584,구매 불가
602,603,양가라 GSM,YANGARRA GSM,Red,호주,"남호주, 맥라렌 베일",잭슨 패밀리 와인,"그르나슈 49%, 쉬라즈 29%, 무드베드르 22%",14.0,65000,3.9,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1246,632,구매 예약
603,604,핀카 비야크레세스 네브로,FINCA VILLACRECES NEBRO,Red,스페인,리베라 델 두에로,핀카 비야크레세스,템프라니요 (Tempranillo) 100%,14.5,490000,4.4,4,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1232,165,구매 예약
604,605,베투스 셀서스,VETUS CELSUS,Red,스페인,토로,보데가스 베투스,틴타 데 토로 (Tinta de Toro) 100%,14.5,149000,4.0,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1230,233,구매 예약
605,606,침니 락 스택스 립 카베르네 소비뇽,Chimney Rock SLD Cabernet Sauvignon,Red,미국,"캘리포니아, 나파 밸리",침니 락 와이너리,"까베르네 소비뇽 (Cabernet Sauvignon), 메를로 (Merlot), 까베르네 프랑(Cabernet Franc)",14.5,320000,4.4,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1214,458,구매 예약
606,607,에스쿠도 로호 리제르바 카르메네르,ESCUDO ROJO RESERVA CARMENERE,Red,칠레,콜차구아 밸리,바롱 필립 드 로칠드 마이포 칠레,까르메네르(Carmenere) 100%,13.5,34000,3.7,3,0,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1153,213,구매 예약
607,608,프리마크 아비 보쉐,FREEMARK ABBEY BOSCHE,Red,미국,"캘리포니아, 나파 밸리",잭슨 패밀리 와인,"까베르네 소비뇽 (Cabernet Sauvignon) 95%, 메를로 (Merlot) 5%",14.5,370000,4.4,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1133,489,구매 예약
608,609,비냐 파디야,VINA PADILLA,Red,스페인,까스티야 라 만차,C&C,템프라니요 100%,12.5,18000,3.1,3,1,2,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1114,570,구매 예약
609,610,러더포드 힐 메를로,RUTHERFORD HILL MERLOT,Red,미국,"캘리포니아, 나파 밸리, 러더포드",러더포드 힐 와이너리,"메를로 (Merlot), 까베르네 소비뇽 (Cabernet Sauvignon), 시라 (Syrah), 까베르네 프랑 (Cabernet Franc), Petit Verdot(쁘띠 베르도)",13.5,79000,3.9,3,1,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1084,242,구매 불가
610,611,아콩카구아 코스타 소비뇽 블랑,ACONCAGUA COSTA SAUVIGNON BLANC,White,칠레,아콩카구아 코스타,비냐 에라주리즈,소비뇽 블랑 (Sauvignon Blanc) 100%,13.5,52000,3.8,4,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1030,246,구매 예약
611,612,트림바크 리슬링 프레데릭 에밀,TRIMBACH RIESLING FREDERIC EMILE,White,프랑스,알지스,트림바크,리슬링(Riesling) 100%,13.0,139000,4.1,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1024,307,구매 예약
612,613,루이 라뚜르 샤또 꼬똥 그랑시 그랑 크뤼,LOUIS LATOUR CHATEAU CORTON GRANCEY GRAND CRU,Red,프랑스,"부르고뉴, 꼬뜨 드 본, 알록스 꼬똥",루이 라뚜르,피노 누아(Pinot Noir) 100%,14.0,380000,4.3,3,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1023,2,구매 예약
613,614,루이 라뚜르 꼬똥 샤를마뉴 그랑크뤼,LOUIS LATOUR CORTON CHARLEMAGNE GRAND CRU,White,프랑스,"부르고뉴, 꼬뜨 드 본, 알록스 꼬똥",루이 라뚜르,샤르도네 (Chardonnay) 100%,13.0,460000,4.4,3,0,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1019,477,구매 예약
614,615,샤또 사미옹,CHATEAU SAMIION,Red,프랑스,"보르도, 라랑드 드 뽀므롤",장 끌로드 베루에,메를로(Merlot) 100%,12.5,79000,4.0,2,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=997,308,구매 예약
615,616,솔라이아,SOLAIA,Red,이탈리아,토스카나,안티노리,"까베르네 소비뇽 (Cabernet Sauvignon) 75%, 산지오베제 (Sangiovese)20%,까베르네 프랑 (Cabernet Franc) 5%",13.5,700000,4.6,4,1,4,5,https://www.winenara.com/goods/goods_view.php?goodsNo=948,538,구매 불가
616,617,샤또 크뤼조 화이트,CHATEAU CRUZEAU WHITE,White,프랑스,"보르도, 빼삭 레오냥",앙드레 뤼통,소비뇽 블랑(Sauvignon Blanc) 100%,12.5,80000,3.7,2,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=934,95,구매 불가
617,618,프리마크 아비 샤르도네,FREEMARK ABBEY CHARDONNAY,White,미국,"캘리포니아, 나파 밸리",잭슨 패밀리 와인,샤르도네 (Chardonnay) 100%,14.5,120000,4.0,3,1,4,0,https://www.winenara.com/goods/goods_view.php?goodsNo=925,143,구매 예약
618,619,기달베르토,GUIDALBERTO,Red,이탈리아,"토스카나, 볼게리",테누타 산 귀도,"까베르네 소비뇽 (Cabernet Sauvignon) 60%, 메를로 (Merlot) 40%",13.5,99000,4.1,4,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=759,202,구매 불가
619,620,샤또 라 루비에르 화이트,CHATEAU LA LOUVIERE WHITE,White,프랑스,"보르도, 빼삭 레오냥",앙드레 뤼통,"소비뇽 블랑(Sauvignon Blanc) 85%, 세미용(Semillon) 15%",12.5,110000,3.9,2,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=726,436,구매 예약
620,621,라 쿰브레,LA CUMBRE,Red,칠레,아콩카구아 밸리,비냐 에라주리즈,"시라 (Syrah) 95%, 무르베드르 (Mourvedre) 5%",14.0,180000,4.3,4,0,3,5,https://www.winenara.com/goods/goods_view.php?goodsNo=719,445,구매 예약
621,622,도멘 페르드리 에세조 그랑 크뤼,DOMAINE DES PERDRIX ECHEZEAUX GRAND CRU,Red,프랑스,"부르고뉴, 꼬뜨 드 뉘, 본 로마네, 에세조",도멘 데 페르드리,피노 누아 (Pinot Noir) 100%,12.5,590000,4.4,4,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=690,461,구매 예약
622,623,도멘 페르드리 본 로마네,DOMAINE DES PERDRIX VOSNE ROMANEE,Red,프랑스,"부르고뉴, 꼬뜨 드 뉘, 본 로마네",도멘 데 페르드리,피노 누아 (Pinot Noir) 100%,12.5,280000,4.2,4,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=685,473,구매 예약
623,624,페를라토 델 보스코,PERLATO DEL BOSCO,Red,이탈리아,토스카나,뚜아 리따,산지오베제 100%,14.0,90000,3.9,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=677,476,구매 불가
624,625,일 까르보나이오네,IL CARBONAIONE,Red,이탈리아,토스카나,포데레 포죠 스칼레테,산지오베제 디 라몰레 (Saniovese di Lamole) 100%,13.5,200000,4.1,4,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=675,484,구매 예약
625,626,레 디페제,LE DIFESE,Red,이탈리아,"토스카나, 볼게리",테누타 산 귀도,"까베르네 소비뇽 (Cabernet Sauvignon) 70%, 산지오베제 (Sangiovese) 30%",13.5,48000,3.8,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=620,508,구매 불가
626,627,끌로 모가도르,CLOS MOGADOR,Red,스페인,프리오라트,끌로 모가도르,"가르나차 45%, 까리냥 29%, 시라 16%, 카베르네 소비뇽 10%",15.0,290000,4.4,4,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=605,522,구매 예약
627,628,샤또 드 샤미레 메르퀴레 화이트,CHATEAU DE CHAMIREY MERCUREY WHITE,White,프랑스,"부르고뉴, 꼬뜨 샬로네즈, 메르퀴레",샤또 드 샤미레,샤르도네 (Chardonnay),13.5,89000,3.9,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=573,533,구매 예약
628,629,몬페르토네,MOMPERTONE,Red,이탈리아,"피에몬테, 몬페라토","프루노토, 안티노리","바르베라(Barbera) 60%, 시라(Syrah) 40%",13.5,45000,3.7,3,1,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=552,549,구매 불가
