,이름,영문이름,종류,나라,생산지,제조사,포도품종,주포도품종,알코올도수,가격,평점,산도,당도,바디감,탄닌,주소
554,도멘 베르타냐 본 로마네 프리미에 크뤼 레 보몽,DOMAINE BERTAGNA VOSNE ROMANEE PREMIER CRU LES BEAUX MONT,Red,프랑스,"부르고뉴, 꼬뜨 드 뉘, 본 로마네",도멘 베르타냐,피노 누아 100%,피노 누아 100%,13,260000,4.2,4,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1666
555,도멘 베르타냐 뉘 생 조르쥬 프리미에 크뤼 레 뮈르제,DOMAINE BERTAGNA NUITS SAINT GEORGES PREMIER CRU LES MURGES,Red,프랑스,"부르고뉴, 꼬뜨 드 뉘, 뉘 생 조르쥬",도멘 베르타냐,피노 누아 100%,피노 누아 100%,13,260000,4.1,4,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1665
556,도멘 베르타냐 끌로 생 드니 그랑 크뤼,DOMAINE BERTAGNA CLOS ST. DENIS GRAND CRU,Red,프랑스,"부르고뉴, 꼬뜨 드뉘, 모레 생 드니, 끌로 생 드니",도멘 베르타냐,피노 누아 100%,피노 누아 100%,13,450000,4.4,4,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1664
557,도멘 베르타냐 끌로 드 부조 그랑크뤼,DOMAINE BERTAGNA CLOS DE VOUGEOT GRAND CRU,Red,프랑스,"부르고뉴, 꼬뜨 드 뉘, 부조",도멘 베르타냐,피노누아 100%,피노누아 100%,13,520000,4.3,4,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1663
558,산타 아나 리저브 말벡,SANTA ANA RESERVE MALBEC,Red,아르헨티나,멘도자 (Mendoza),보데가 산타 아나(Bodegas Santa Ana),말벡 (Malbec) 100%,말벡 (Malbec) 100%,13.5,22000,3.6,2,1,3,1,https://www.winenara.com/goods/goods_view.php?goodsNo=1651
559,에스쿠도 로호 리제르바 소비뇽 블랑,ESCUDO ROJO RESERVA SAUVIGNON BLANC,White,칠레,카사블랑카 밸리,바롱필립 드 로칠드 칠레,소비뇽 블랑 100%,소비뇽 블랑 100%,13.5,34000,3.6,4,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1646
560,알파카 카르메네르,ALPACA CARMENERE,Red,칠레,센트럴 밸리,VSPT,"카르메네르(Carmenere) 85%, 시라(Syrah) 15%","카르메네르(Carmenere) 85%, 시라(Syrah) 15%",13.2,15000,3.1,3,0,3,2,https://www.winenara.com/goods/goods_view.php?goodsNo=1643
561,알파카 카베르네 메를로,ALPACA CABERNET MERLOT,Red,칠레,센트럴 밸리,VSPT,"카베르네 소비뇽(Cabernet Sauvignon) 70%, 메를로(Merlot) 30%","카베르네 소비뇽(Cabernet Sauvignon) 70%, 메를로(Merlot) 30%",13,09900,2.8,3,0,3,2,https://www.winenara.com/goods/goods_view.php?goodsNo=1641
562,디안느 소비뇽 블랑,DIANE,White,프랑스,보르도,앙드레 뤼통 (Andre Lurton),소비뇽 블랑 100%,소비뇽 블랑 100%,13,45000,3.8,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1637
563,헤리티지,HERITAGE,Red,프랑스,"보르도, 뤼삭 생떼밀리옹",앙드레 뤼통 (Andre Lurton),"메를로(Merlot) 65%, 카베르네 프랑(Cabernet Franc) 25%, 카베르네 소비뇽(Cabernet Sauvignon) 10%","메를로(Merlot) 65%, 카베르네 프랑(Cabernet Franc) 25%, 카베르네 소비뇽(Cabernet Sauvignon) 10%",13,70000,3.6,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1636
564,샴페인 팔머 아마존 드 팔머,CHAMPAGNE PALMER AMAZONE DE PALMER,Champagne,프랑스,"상파뉴, 몽따뉴 드 랭스(Montagne de Reims) 그랑 크뤼 & 프리미에 크뤼",샴페인 팔머 (Champagne Palmer & Co),"샤르도네 (Chardonnay) 50%, ,피노 누아 (Pinot Noir) 50%","샤르도네 (Chardonnay) 50%, ,피노 누아 (Pinot Noir) 50%",12,400000,4.2,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1630
565,샴페인 팔머 블랑 드 누아,CHAMPAGNE PALMER BLANC DE NOIR,Champagne,프랑스,"상파뉴, 몽따뉴 드 랭스(Montagne de Reims) , 꼬뜨 데 바르(Cote des Bar), 마르네 밸리(Marne Valley)",샴페인 팔머 (Champagne Palmer & Co),"피노 누아 (Pinot Noir) 50%, 피노 므니에 (Pinot Meunier) 15% (+ Reserve Wines)","피노 누아 (Pinot Noir) 50%, 피노 므니에 (Pinot Meunier) 15% (+ Reserve Wines)",12,195000,4.0,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1628
566,샴페인 팔머 블랑 드 블랑,CHAMPAGNE PALMER BLANC DE BLANC,Champagne,프랑스,"상파뉴, 몽따뉴 드 랭스(Montagne de Reims) Villers-Marmery& Trapil, 프리미에 크뤼, 꼬뜨 드 세잔느 (Cote de Sezanne)",샴페인 팔머 (Champagne Palmer & Co),샤르도네 (Chardonnay) 100%,샤르도네 (Chardonnay) 100%,12,195000,4.0,4,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1627
567,빌라 돈 막시미아노,VILLA DON MAXIMIANO,Red,칠레,아콩카구아 밸리,비냐 에라주리즈 (Vina Errazuriz),"카베르네 소비뇽 40%, 쁘띠 베르도 25%, 말벡 20%, 카베르네 프랑 15%","카베르네 소비뇽 40%, 쁘띠 베르도 25%, 말벡 20%, 카베르네 프랑 15%",13.5,130000,4.0,3,0,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1625
568,샴페인 발렌틴 르플레이브 브뤼 로제,VALENTIN LEFLAIVE ROSE BRUT,Champagne,프랑스,"상파뉴 , 몽따뉴 드 랭(Montagne de Reims)",샴페인 발렌틴 르플레이브 (Champagne Valentin Leflaive),"피노누아 ( Pinot Noir ) 100% (30% 부르고뉴 와인 배럴에 숙성), 45년 수령의 올드바인","피노누아 ( Pinot Noir ) 100% (30% 부르고뉴 와인 배럴에 숙성), 45년 수령의 올드바인",12,190000,4.0,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1624
569,샴페인 발렌틴 르플레이브 엑스트라 브뤼 블랑 드 블랑,VALENTIN LEFLAIVE BLANC DE BLANCS EXTRA BRUT,Champagne,프랑스,"상파뉴 , 꼬뜨 드 블랑 ( Cote des Blancs),그로베 1er(Grauves 1er)",샴페인 발렌틴 르플레이브 (Champagne Valentin Leflaive),샤르도네 ( Chardonnay ) 100% (30% 부르고뉴 와인 배럴에 숙성) 45년 수령의 올드바인,샤르도네 ( Chardonnay ) 100% (30% 부르고뉴 와인 배럴에 숙성) 45년 수령의 올드바인,12.5,180000,4.0,4,0,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1623
570,도멘 라 바로쉬 샤또네프 뒤 파프 퓨어,DOMAINE LA BARROCHE PURE CDP,Red,프랑스,샤토네프 뒤 파프 (Chateauneuf du Pape),도멘 라 바로쉬(Domaine La Barroche),"그르나슈 97%, 그 외 3%",그르나슈,15,290000,4.4,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1596
571,도멘 라 바로쉬 줄리안 바롯 샤또네프 뒤 파프,DOMAINE LA BARROCHE JULIEN BARROT CDP,Red,프랑스,샤또네프 뒤 파프(Chateauneuf du Pape),도멘 라 바로쉬(Domaine La Barroche),"그르나슈 62%, 무베드르 18%, 시라 13%, &#50073;쏘 5%, 그 외 2%",그르나슈,15,128000,4.1,3,0,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1595
572,티렐 VAT 1 헌터 세미용,TYRRELL VAT 1 HUNTER SEMILLON,White,호주,"사우스웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),세미용 (Semillon) 100%,세미용 (Semillon) 100%,11.5,128000,4.1,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1589
573,티렐 헌터 쉬라즈,TYRRELL HUNTER SHIRAZ,Red,호주,"뉴사우스 웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),쉬라즈 (Shiraz) 100%,쉬라즈 (Shiraz) 100%,13.5,60000,3.6,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1588
574,티렐 VAT 9 헌터 쉬라즈,TYRRELL VAT 9 HUNTER SHIRAZ,Red,호주,"뉴사우스 웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),쉬라즈 (Shiraz) 100%,쉬라즈 (Shiraz) 100%,14,128000,4.1,3,0,4,2,https://www.winenara.com/goods/goods_view.php?goodsNo=1586
575,티렐 스티븐스 헌터 쉬라즈,TYRRELL STEVENS HUNTER SHIRAZ,Red,호주,"뉴사우스 웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),쉬라즈 (Shiraz) 100%,쉬라즈 (Shiraz) 100%,13,90000,3.8,1,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1585
576,티렐 VAT 47 헌터 샤르도네,TYRRELL VAT 47 HUNTER CHARDONNAY,White,호주,"사우스웨일즈, 헌터밸리 (Hunter Valley)",티렐스 와인 (Tyrrell’s Wines),샤르도네 (Chardonnay) 100%,샤르도네 (Chardonnay) 100%,12.5,128000,4.2,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1582
577,셀리에 데 프린스 지공다스,CELLIER DES PRINCES GIGONDAS,Red,프랑스,"남부 론 (Southern Rhone), 지공다스(Gigondas)",셀리에 데 프린스 (Cellier des Princes),"그르나슈 80%, 시라 10%, 무르베드르 5%, 쌩소 5%",그르나슈,14.5,60000,3.8,3,0,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1560
578,고네 메디빌 르 메닐 쉬르 오제 샴 달루엣 그랑크뤼,GONET MEDEVILLE LE MENSIL SUR OGER CHAMP D'ALOUETTE GRAND CRU,Champagne,프랑스,"상파뉴, 꼬뜨 드 블랑 , 르 메닐 쉬르 오제 , 샴 달루엣",고네 메디빌 ( GONET MEDEVILLE),샤르도네 100%,샤르도네 100%,13,390000,4.4,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1549
579,도멘 꾸들레 비오니에,DOMAINE COUDOULET VIOGNIER,White,프랑스,"랑그독 루시옹 , 미네르부아",Domaine Coudoulet,비오니에 100%,비오니에 100%,13.5,22000,3.6,3,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1546
580,도멘 꾸들레 시라,DOMAINE COUDOULET SYRAH,Red,프랑스,"랑그독 루시옹 , 미네르부아",Domaine Coudoulet,시라 100%,시라 100%,14,22000,3.4,3,1,2,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1545
581,안나 드 끌로 듀브레일 생떼밀리옹 그랑크뤼,ANNA DE CLOS DUBREUIL,Red,프랑스,"프랑스, 보르도,쌩떼밀리옹",끌로 듀브레일 (CLOS DUBREIL),"메를로 90% , 카베르네 프랑 10%","메를로 90% , 카베르네 프랑 10%",15.5,200000,4.1,3,1,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1544
582,파토리아 르 푸필레 사프레디,FATTORIA LE PUPILLE SAFFREDI,Red,이탈리아,"토스카나, 마렘마",Fattoria Le Pipille (파토리아 르 푸필레),"Cabernet Sauvignon (카베르네소비뇽) 60%, Merlot (메를로) 30%, Petit Verdot (프티 베르도) 10%","Cabernet Sauvignon (카베르네소비뇽) 60%, Merlot (메를로) 30%, Petit Verdot (프티 베르도) 10%",14.5,270000,4.3,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1529
583,일 리리스 샤르도네,IL LIRIS CHARDONNAY,White,호주,"그레이트 서던(Great Southern), 덴마크 (Denmark)",카스텔리 에스테이트,샤르도네 (Chardonnay) 100%,샤르도네 (Chardonnay) 100%,12.8,140000,4.1,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1527
584,샤또 드 샤미레 메르퀴레 1등급 ‘라 미씨옹’,CHATEAU CHAMIREY MERCUREY 1ER CRU WHITE 'LA MISSION',White,프랑스,"부르고뉴, 꼬뜨 샬로네즈, 메르퀴레",샤또 드 샤미레(Chateau de Chamirey),샤르도네 (Chardonnay),샤르도네 (Chardonnay),13.5,160000,4.2,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1501
585,시모네 페브르 샤블리,SIMONNET FEBVRE CHABLIS,White,프랑스,"부르고뉴, 샤블리",시모네 페브르 (Simonnet Febvre),샤르도네 (Chardonnay) 100%,샤르도네 (Chardonnay) 100%,13,59000,3.7,3,1,2,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1494
586,펫저 카베르네 소비뇽,FETZER CABERNET SAUVIGNON,Red,미국,"캘리포니아, 멘도치노 카운티, 안토니즈 힐",펫져 (Fetzer),카베르네 소비뇽 100%,카베르네 소비뇽 100%,13.5,40000,3.5,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1479
587,마르쿠스 몰리터 젤팅거 존넨우어 리슬링 아우스레제,MARKUS MOLITOR ZELTINGER SONNENUHR RIESLING AUSLESE,White,독일,모젤,마르쿠스 몰리터 (Markus Molitor),리슬링 (Riesling) 100%,리슬링 (Riesling) 100%,7.5,250000,4.3,3,2,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1468
588,샤또 드 샤미레 메르퀴레 1등급 “끌로 뒤 루아”,CHATEAU CHAMIREY MERCUREY 1ER CRU 'RED' CLOS DU ROI,Red,프랑스,"부르고뉴, 꼬뜨 샬로네즈, 메르퀴레",샤또 드 샤미레 (Chateau de Chamirey)/Devillard Family,피노 누아 (Pinot Noir),피노 누아 (Pinot Noir),13,144000,4.2,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1465
589,말푸에스토,MALPUESTO,Red,스페인,"스페인, 리오하",보데가스 오르벤 /아르테비노 (Bodegas Orben / Artevino),템프라니요 (Tempranillo) 100%,템프라니요 (Tempranillo) 100%,14,120000,4.1,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1439
590,샤또 꾸엥스-뤼통 화이트,CHATEAU COUHINS LURTON WHITE,White,프랑스,"프랑스, 보르도, 뻬삭 레오냥",앙드레 뤼통 (Andre Lurton),소비뇽 블랑(Sauvignon Blanc) 100%,소비뇽 블랑(Sauvignon Blanc) 100%,12.5,120000,3.9,3,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1434
591,보리우 빈야드(BV) 조르쥬 드 라뚜르 프라이빗 리저브 카베르네 소비뇽,BV GDL PRIV RESERVE CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아, 나파밸리 (Napa Valley)",보리우 빈야드(Beaulieu Vineyard),"까베르네 소비뇽 94%, 쁘띠 베르도 6%","까베르네 소비뇽 94%, 쁘띠 베르도 6%",15.2,350000,4.4,3,0,4,5,https://www.winenara.com/goods/goods_view.php?goodsNo=1430
592,보리우 빈야드(BV) 러더포드 카베르네 소비뇽,BV RUTHERFORD CABERNET SAUVIGNON,Red,미국,"미국, 캘리포니아, 나파밸리, 러더포드(Rutherford) AVA",보리우 빈야드(Beaulieu Vineyard),"까베르네 소비뇽 90%, 쁘띠 베르도 4%, 메를로 3%, 말벡 3%","까베르네 소비뇽 90%, 쁘띠 베르도 4%, 메를로 3%, 말벡 3%",14.6,150000,4.1,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1429
593,더 페데럴리스트 어니스트 레드 블렌드,THE FEDERALIST HONEST RED BLEND,Red,미국,"캘리포니아, 노스 코스트",: 텔라토 패밀리 빈야드,"메를로 (Merlot) 55%, 진판델 (Zinfandel) 30%, 까베르네 소비뇽 (Cabernet Sauvignon) 15%","메를로 (Merlot) 55%, 진판델 (Zinfandel) 30%, 까베르네 소비뇽 (Cabernet Sauvignon) 15%",14.5,100000,3.9,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1409
594,파이퍼 하이직 빈티지 2012,PIPER HEIDSIECK VINTAGE BRUT,Champagne,프랑스,상파뉴,파이퍼하이직(Piper Heidsieck),"샤르도네 (Chardonnay), 피노 누아 (Pinot Noir)","샤르도네 (Chardonnay), 피노 누아 (Pinot Noir)",12,150000,4.2,4,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1378
595,코로나 세미둘체,CORONA SEMIDULCE,White,스페인,리오하,쿠네 (Cvne),"비우라 (Viura) 85%, 그르나슈 블랑코/말바시아 (Grenache Blanco/Malvasia) 15%","비우라 (Viura) 85%, 그르나슈 블랑코/말바시아 (Grenache Blanco/Malvasia) 15%",13,45000,3.6,2,4,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1361
596,이자디 크리안자,IZADI CRIANZA,Red,스페인,리오하 알라베사,보데가스 이자디 (Bodegas Izadi),템프라니요 (Tempranillo) 100%,템프라니요 (Tempranillo) 100%,14,50000,3.8,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1356
597,더 페데럴리스트 진판델,THE FEDERALIST ZINFANDEL LODI,Red,미국,"캘리포니아, 로다이",텔라토 패밀리 빈야드 (Terlato Family Vineyards),"진판델 (Zinfandel) 93%, 시라 (Syrah) 7%","진판델 (Zinfandel) 93%, 시라 (Syrah) 7%",14.9,100000,3.8,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1353
598,더 페데럴리스트 듀얼링 피스톨,THE FEDERALIST DUELING PISTOLS,Red,미국,"캘리포니아, 소노마, 드라이 크릭 밸리",텔라토 패밀리 빈야드 (Terlato Family Vineyards),"진판델 (Zinfandel) 50%, 시라 (Syrah) 50%","진판델 (Zinfandel) 50%, 시라 (Syrah) 50%",15.1,180000,4.2,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1351
599,에스펙타클,ESPECTACLE,Red,스페인,몽상(Monsant),끌로 모가도르,Garnacha Tinta (가르나차 틴타) 100%,가르나챠,15.5,350000,4.4,4,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1344
600,캐리커쳐,CARICATURE,Red,미국,"캘리포니아,로다이",레인지 트위즈,"까베르네 소비뇽 (Cabernet Sauvignon), 진판델 (Zinfandel)","까베르네 소비뇽 (Cabernet Sauvignon), 진판델 (Zinfandel)",14.2,70000,3.7,3,1,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1292
601,임페리얼 리오하 레세르바,IMPERIAL RIOJA RESERVA,Red,스페인,리오하 알타,쿠네,"템프라니요 (Tempranillo) 85%, 그라시아노 (Graciano) 10%, 마주엘로 (Mazuelo) 5%","템프라니요 (Tempranillo) 85%, 그라시아노 (Graciano) 10%, 마주엘로 (Mazuelo) 5%",14,120000,4.2,3,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1258
602,양가라 GSM,YANGARRA GSM,Red,호주,"남호주, 맥라렌 베일",잭슨 패밀리 와인,"그르나슈 49%, 쉬라즈 29%, 무드베드르 22%",그르나슈,14,65000,3.9,3,1,3,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1246
603,핀카 비야크레세스 네브로,FINCA VILLACRECES NEBRO,Red,스페인,리베라 델 두에로,핀카 비야크레세스,템프라니요 (Tempranillo) 100%,템프라니요 (Tempranillo) 100%,14.5,490000,4.4,4,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1232
604,베투스 셀서스,VETUS CELSUS,Red,스페인,토로,보데가스 베투스,틴타 데 토로 (Tinta de Toro) 100%,틴타 데 토로 (Tinta de Toro) 100%,14.5,149000,4.0,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1230
605,침니 락 스택스 립 카베르네 소비뇽,Chimney Rock SLD Cabernet Sauvignon,Red,미국,"캘리포니아, 나파 밸리",침니 락 와이너리,"까베르네 소비뇽 (Cabernet Sauvignon), 메를로 (Merlot), 까베르네 프랑(Cabernet Franc)","까베르네 소비뇽 (Cabernet Sauvignon), 메를로 (Merlot), 까베르네 프랑(Cabernet Franc)",14.5,320000,4.4,3,0,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1214
606,에스쿠도 로호 리제르바 카르메네르,ESCUDO ROJO RESERVA CARMENERE,Red,칠레,콜차구아 밸리,바롱 필립 드 로칠드 마이포 칠레,까르메네르(Carmenere) 100%,까르메네르(Carmenere) 100%,13.5,34000,3.7,3,0,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1153
607,프리마크 아비 보쉐,FREEMARK ABBEY BOSCHE,Red,미국,"캘리포니아, 나파 밸리",잭슨 패밀리 와인,"까베르네 소비뇽 (Cabernet Sauvignon) 95%, 메를로 (Merlot) 5%","까베르네 소비뇽 (Cabernet Sauvignon) 95%, 메를로 (Merlot) 5%",14.5,370000,4.4,3,1,4,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1133
608,비냐 파디야,VINA PADILLA,Red,스페인,까스티야 라 만차,C&C,템프라니요 100%,템프라니요 100%,12.5,18000,3.1,3,1,2,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1114
609,러더포드 힐 메를로,RUTHERFORD HILL MERLOT,Red,미국,"캘리포니아, 나파 밸리, 러더포드",러더포드 힐 와이너리,"메를로 (Merlot), 까베르네 소비뇽 (Cabernet Sauvignon), 시라 (Syrah), 까베르네 프랑 (Cabernet Franc), Petit Verdot(쁘띠 베르도)","메를로 (Merlot), 까베르네 소비뇽 (Cabernet Sauvignon), 시라 (Syrah), 까베르네 프랑 (Cabernet Franc), Petit Verdot(쁘띠 베르도)",13.5,79000,3.9,3,1,3,4,https://www.winenara.com/goods/goods_view.php?goodsNo=1084
610,아콩카구아 코스타 소비뇽 블랑,ACONCAGUA COSTA SAUVIGNON BLANC,White,칠레,아콩카구아 코스타,비냐 에라주리즈,소비뇽 블랑 (Sauvignon Blanc) 100%,소비뇽 블랑 (Sauvignon Blanc) 100%,13.5,52000,3.8,4,0,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1030
611,트림바크 리슬링 프레데릭 에밀,TRIMBACH RIESLING FREDERIC EMILE,White,프랑스,알지스,트림바크,리슬링(Riesling) 100%,리슬링(Riesling) 100%,13,139000,4.1,3,1,3,0,https://www.winenara.com/goods/goods_view.php?goodsNo=1024
612,루이 라뚜르 샤또 꼬똥 그랑시 그랑 크뤼,LOUIS LATOUR CHATEAU CORTON GRANCEY GRAND CRU,Red,프랑스,"부르고뉴, 꼬뜨 드 본, 알록스 꼬똥",루이 라뚜르,피노 누아(Pinot Noir) 100%,피노 누아(Pinot Noir) 100%,14,380000,4.3,3,0,4,3,https://www.winenara.com/goods/goods_view.php?goodsNo=1023
